spec	Fold_0
nist_1720500	test
nist_1720550	test
nist_1720591	test
nist_1720623	train
nist_1720692	train
nist_1720710	train
nist_1720756	val
nist_1720772	val
nist_1720822	test
nist_1720842	test
nist_1720925	test
nist_1720938	test
nist_1720955	train
nist_1720990	train
nist_1721027	test
nist_1721039	test
nist_1721083	test
nist_1721104	train
nist_1721174	test
nist_1721190	test
nist_1721203	test
nist_1721229	train
nist_1721247	test
nist_1721263	test
nist_1721271	test
nist_1721306	test
nist_1721321	test
nist_1721348	train
nist_1721375	test
nist_1721388	test
nist_1721399	train
nist_1721425	train
nist_1721444	train
nist_1721503	train
nist_1721536	train
nist_1721555	train
nist_1721580	train
nist_1721634	test
nist_1721650	test
nist_1721703	val
nist_1721710	val
nist_1721733	test
nist_1721783	train
nist_1721794	train
nist_1721830	train
nist_1721871	train
nist_1721905	train
nist_1721940	train
nist_1722027	test
nist_1722039	test
nist_1722051	test
nist_1722082	test
nist_1722097	test
nist_1722165	test
nist_1722184	train
nist_1722191	train
nist_1722217	train
nist_1722240	test
nist_1722257	test
nist_1722313	test
nist_1722358	train
nist_1722377	train
nist_1722425	test
nist_1722463	train
nist_1722478	train
nist_1722507	val
nist_1722523	val
nist_1722573	test
nist_1722581	test
nist_1722661	test
nist_1722677	test
nist_1722698	train
nist_1722704	train
nist_1722729	test
nist_1722739	test
nist_1722752	test
nist_1722801	test
nist_1722867	test
nist_1722882	test
nist_1722910	val
nist_1722985	test
nist_1723077	test
nist_1723149	train
nist_1723173	test
nist_1723194	test
nist_1723234	test
nist_1723254	test
nist_1723271	train
nist_1723288	train
nist_1723394	train
nist_1723414	train
nist_1723474	train
nist_1723494	train
nist_1723551	train
nist_1723570	train
nist_1723600	test
nist_1723616	test
nist_1723648	train
nist_1723675	train
nist_1723694	train
nist_1723729	test
nist_1723754	test
nist_1723764	test
nist_1723772	test
nist_1723784	test
nist_1723812	train
nist_1723898	train
nist_1723960	train
nist_1723988	train
nist_1724023	train
nist_1724073	train
nist_1724090	test
nist_1724173	test
nist_1724254	test
nist_1724281	train
nist_1724345	train
nist_1724356	train
nist_1724376	train
nist_1724411	test
nist_1724427	test
nist_1724504	test
nist_1724539	test
nist_1724557	test
nist_1724608	test
nist_1724614	val
nist_1724629	test
nist_1724639	test
nist_1724697	train
nist_1724723	test
nist_1724735	test
nist_1724764	train
nist_1724781	train
nist_1724839	val
nist_1724855	val
nist_1724910	test
nist_1724923	test
nist_1724941	test
nist_1724952	test
nist_1724996	train
nist_1725014	train
nist_1725052	test
nist_1725143	train
nist_1725165	test
nist_1725223	test
nist_1725267	test
nist_1725317	train
nist_1725345	test
nist_1725367	test
nist_1725436	test
nist_1725469	test
nist_1725497	train
nist_1725528	val
nist_1725547	val
nist_1725576	train
nist_1725619	val
nist_1725682	train
nist_1725706	train
nist_1725727	train
nist_1725743	train
nist_1725813	train
nist_1725830	train
nist_1725836	test
nist_1725884	train
nist_1725910	train
nist_1725922	test
nist_1725929	train
nist_1725939	val
nist_1725988	train
nist_1726011	test
nist_1726024	test
nist_1726042	test
nist_1726086	test
nist_1726110	train
nist_1726186	train
nist_1726205	train
nist_1726223	train
nist_1726295	train
nist_1726312	train
nist_1726403	test
nist_1726433	test
nist_1726450	test
nist_1726461	test
nist_1726470	val
nist_1726515	train
nist_1726556	train
nist_1726585	test
nist_1726607	test
nist_1726624	test
nist_1726638	test
nist_1726673	test
nist_1726695	test
nist_1726741	test
nist_1726756	test
nist_1726775	test
nist_1726807	test
nist_1726817	train
nist_1726859	test
nist_1726933	test
nist_1726943	test
nist_1726986	train
nist_1727006	train
nist_1727026	train
nist_1727050	test
nist_1727074	train
nist_1727097	val
nist_1727116	train
nist_1727130	train
nist_1727168	test
nist_1727192	test
nist_1727198	test
nist_1727226	test
nist_1727262	train
nist_1727282	train
nist_1727297	test
nist_1727324	val
nist_1727341	val
nist_1727358	train
nist_1727406	test
nist_1727492	test
nist_1727510	test
nist_1727556	test
nist_1727574	test
nist_1727600	test
nist_1727624	test
nist_1727672	test
nist_1727694	test
nist_1727758	test
nist_1727774	test
nist_1727808	train
nist_1727889	test
nist_1727923	test
nist_1728018	test
nist_1728065	train
nist_1728075	train
nist_1728148	test
nist_1728188	train
nist_1728226	train
nist_1728242	train
nist_1728258	train
nist_1728309	test
nist_1728322	val
nist_1728332	train
nist_1728335	train
nist_1728351	train
nist_1728366	train
nist_1728446	train
nist_1728488	test
nist_1728508	test
nist_1728518	test
nist_1728564	train
nist_1728617	test
nist_1728642	test
nist_1728666	test
nist_1728696	test
nist_1728712	test
nist_1728757	test
nist_1728762	val
nist_1728778	val
nist_1728795	val
nist_1728831	test
nist_1728842	train
nist_1728856	test
nist_1728884	test
nist_1728933	train
nist_1728980	test
nist_1728986	train
nist_1728992	test
nist_1729007	train
nist_1729022	train
nist_1729089	test
nist_1729102	test
nist_1729144	test
nist_1729187	train
nist_1729273	train
nist_1729287	train
nist_1729301	train
nist_1729347	train
nist_1729367	train
nist_1729409	train
nist_1729461	train
nist_1729474	train
nist_1729542	train
nist_1764357	train
nist_1764376	test
nist_1764393	test
nist_1764410	train
nist_1764428	test
nist_1764437	test
nist_1764464	train
nist_1764473	val
nist_1764480	test
nist_1764494	val
nist_1764506	train
nist_1764570	train
nist_1764588	train
nist_1764599	train
nist_1764646	test
nist_1764652	test
nist_1764664	train
nist_1764671	test
nist_1764682	test
nist_1764693	train
nist_1764728	val
nist_1764744	val
nist_1764757	test
nist_1764765	train
nist_1764775	val
nist_1764788	test
nist_1764812	train
nist_1764839	test
nist_1764863	train
nist_1764877	train
nist_1764897	val
nist_1764940	train
nist_1764966	test
nist_1764973	test
nist_1764980	train
nist_1764992	train
nist_1765009	train
nist_1765019	train
nist_1765028	train
nist_1765108	train
nist_1765118	train
nist_1765137	test
nist_1765151	train
nist_1765172	train
nist_1765187	train
nist_1765191	test
nist_1765202	test
nist_1765219	train
nist_1765261	test
nist_1765279	test
nist_1765302	test
nist_1765311	test
nist_1765334	train
nist_1765370	train
nist_1765390	test
nist_1765399	test
nist_1765404	train
nist_1765413	train
nist_1765427	test
nist_1765435	train
nist_1765466	train
nist_1765490	test
nist_1765504	test
nist_1765555	train
nist_1765602	test
nist_1765615	test
nist_1765635	train
nist_1765667	train
nist_1765676	train
nist_1765706	train
nist_1765717	test
nist_1765741	train
nist_1765770	val
nist_1765798	test
nist_1765814	train
nist_1765833	train
nist_1765912	train
nist_1765946	train
nist_1765966	test
nist_1765979	test
nist_1766001	test
nist_1766012	test
nist_1766030	train
nist_1766054	train
nist_1766064	test
nist_1766075	test
nist_1766098	test
nist_1766114	test
nist_1766125	test
nist_1766129	train
nist_1766140	train
nist_1766159	test
nist_1766168	train
nist_1766181	train
nist_1766191	test
nist_1766213	test
nist_1766219	test
nist_1766248	train
nist_1766294	train
nist_1766344	test
nist_1766357	test
nist_1766406	train
nist_1766414	train
nist_1766439	train
nist_1766452	train
nist_1766478	test
nist_1766483	test
nist_1766504	train
nist_1766530	train
nist_1766555	test
nist_1766571	train
nist_1766592	test
nist_1766716	train
nist_1766727	train
nist_1766739	train
nist_1766760	test
nist_1766793	train
nist_1766822	test
nist_1766841	train
nist_1766856	train
nist_1766908	test
nist_1766916	train
nist_1766957	train
nist_1766973	train
nist_1766991	train
nist_1766995	train
nist_1767004	train
nist_1767020	test
nist_1767044	test
nist_1767063	train
nist_1767093	test
nist_1767126	train
nist_1767139	test
nist_1767172	train
nist_1767223	train
nist_1767238	train
nist_1767248	train
nist_1767276	test
nist_1767294	test
nist_1767315	test
nist_1767325	train
nist_1767339	test
nist_1767359	test
nist_1767371	test
nist_1767401	train
nist_1767435	train
nist_1767502	train
nist_1767515	train
nist_1767564	test
nist_1767588	test
nist_1767602	val
nist_1767618	val
nist_1767648	test
nist_1767672	train
nist_1767686	train
nist_1767694	train
nist_1767718	train
nist_1767759	val
nist_1767762	test
nist_1767771	train
nist_1767809	train
nist_1767826	train
nist_1767852	test
nist_1767892	train
nist_1767906	train
nist_1767936	test
nist_1767954	test
nist_1768020	test
nist_1768035	test
nist_1768069	train
nist_1768084	train
nist_1768146	test
nist_1768196	test
nist_1774968	test
nist_1774997	test
nist_1775031	test
nist_1775089	test
nist_1775095	train
nist_1775108	train
nist_1775117	test
nist_1775129	train
nist_1775148	train
nist_1775198	train
nist_1775230	train
nist_1775249	train
nist_1775266	train
nist_1775282	test
nist_1775308	test
nist_1775318	test
nist_1775361	train
nist_1775388	test
nist_1775414	test
nist_1775460	test
nist_1775483	train
nist_1775593	train
nist_1775618	test
nist_1775657	test
nist_1775661	train
nist_1775714	train
nist_1775742	test
nist_1775768	train
nist_1775791	test
nist_1775810	test
nist_1775836	val
nist_1775884	train
nist_1775908	train
nist_1775939	train
nist_1775968	test
nist_1776000	train
nist_1776019	train
nist_1776059	train
nist_1776087	train
nist_1776131	test
nist_1776163	train
nist_1776249	train
nist_1776309	test
nist_1776324	test
nist_1776385	test
nist_1776462	train
nist_1776479	train
nist_1776504	test
nist_1776542	train
nist_1776604	test
nist_1776632	train
nist_1776652	test
nist_1776668	train
nist_1776712	test
nist_1776736	test
nist_1776771	train
nist_1776877	test
nist_1776909	train
nist_1776921	train
nist_1776938	train
nist_1776968	train
nist_1776983	train
nist_1777008	train
nist_1777021	train
nist_1777036	train
nist_1777050	test
nist_1777085	test
nist_1777095	train
nist_1777116	train
nist_1777180	train
nist_1777201	train
nist_1777247	train
nist_1777287	train
nist_1777297	test
nist_1777331	test
nist_1777394	train
nist_1777414	train
nist_1777495	test
nist_1777507	train
nist_1777520	train
nist_1777568	train
nist_1777590	train
nist_1777630	train
nist_1777651	train
nist_1777699	test
nist_1777767	test
nist_1777782	test
nist_1777789	val
nist_1777863	test
nist_1777914	train
nist_1777928	train
nist_1777957	train
nist_1777989	train
nist_1778002	train
nist_1778024	test
nist_1778039	test
nist_1778065	train
nist_1778084	train
nist_1778151	test
nist_1778174	test
nist_1778231	train
nist_1778246	train
nist_1778277	train
nist_1778308	train
nist_1778327	train
nist_1778348	test
nist_1778380	test
nist_1778412	train
nist_1778422	train
nist_1778473	train
nist_1778505	test
nist_1778535	test
nist_1778566	train
nist_1778576	val
nist_1778582	train
nist_1778674	train
nist_1778699	train
nist_1778792	test
nist_1778800	test
nist_1778861	val
nist_1778920	train
nist_1778961	train
nist_1778985	test
nist_1779013	test
nist_1779027	test
nist_1779046	test
nist_1779091	val
nist_1779126	test
nist_1779169	train
nist_1779184	train
nist_1779199	train
nist_1779254	train
nist_1779263	train
nist_1779351	test
nist_1779361	test
nist_1779368	train
nist_1779389	train
nist_1779424	train
nist_1779461	test
nist_1779470	test
nist_1779486	test
nist_1779506	test
nist_1779524	test
nist_1779589	test
nist_1779621	train
nist_1779644	train
nist_1779696	train
nist_1779724	train
nist_1779760	test
nist_1779776	test
nist_1779798	train
nist_1779810	test
nist_1779825	test
nist_1779866	train
nist_1779882	test
nist_1779915	test
nist_1779927	train
nist_1779946	test
nist_1779950	train
nist_1779959	test
nist_1779992	train
nist_1780005	train
nist_1780018	train
nist_1780055	test
nist_1780089	train
nist_1780096	train
nist_1780101	test
nist_1780120	test
nist_1780161	train
nist_1780167	train
nist_1780176	train
nist_1780194	train
nist_1780212	train
nist_1780224	test
nist_1780245	test
nist_1780272	test
nist_1780286	test
nist_1780298	test
nist_1780303	test
nist_1780327	test
nist_1780342	test
nist_1780380	test
nist_1780413	test
nist_1780435	train
nist_1780462	train
nist_1780512	test
nist_1780521	test
nist_1780538	test
nist_1780553	test
nist_1780571	train
nist_1780641	test
nist_1780653	test
nist_1780693	test
nist_1780734	test
nist_1780753	train
nist_1780800	train
nist_1780817	train
nist_1780826	train
nist_1780841	train
nist_1780897	test
nist_1780942	train
nist_1780991	val
nist_1780998	val
nist_1781032	train
nist_1781038	train
nist_1781076	test
nist_1781088	test
nist_1781113	test
nist_1781174	test
nist_1781190	test
nist_1781235	test
nist_1781249	test
nist_1781291	train
nist_1781390	val
nist_1781409	val
nist_1781452	train
nist_1781491	test
nist_1781548	test
nist_1781570	test
nist_1781588	test
nist_1781598	test
nist_1781640	test
nist_1781684	train
nist_1781702	train
nist_1781736	test
nist_1781790	train
nist_1781809	train
nist_1781853	train
nist_1781907	test
nist_1781958	val
nist_1781974	test
nist_1781988	test
nist_1782037	test
nist_1782109	train
nist_1782172	train
nist_1782191	train
nist_1782235	train
nist_1782249	train
nist_1782285	test
nist_1782303	test
nist_1782346	train
nist_1782364	train
nist_1782381	train
nist_1782426	test
nist_1782521	test
nist_1782541	test
nist_1782596	test
nist_1782633	test
nist_1782646	test
nist_1782722	train
nist_1782731	train
nist_1782757	test
nist_1782782	test
nist_1782838	test
nist_1782855	train
nist_1782871	train
nist_1782890	test
nist_1782906	test
nist_1782963	train
nist_1782981	train
nist_1783023	train
nist_1783048	test
nist_1783080	test
nist_1783116	train
nist_1783145	train
nist_1783154	train
nist_1783196	train
nist_1783209	test
nist_1783241	train
nist_1783264	train
nist_1783334	train
nist_1783342	train
nist_1783390	train
nist_1783413	train
nist_1783574	train
nist_1783593	train
nist_1783643	test
nist_1783652	test
nist_1783676	train
nist_1783694	train
nist_1783774	train
nist_1783803	train
nist_1783834	train
nist_1783886	train
nist_1783909	test
nist_1783941	test
nist_1783974	test
nist_1784019	train
nist_1784039	train
nist_1784128	test
nist_1784139	train
nist_1784174	test
nist_1784190	test
nist_1784203	train
nist_1784211	train
nist_1784223	train
nist_1784253	train
nist_1784260	train
nist_1784278	test
nist_1784298	test
nist_1784313	test
nist_1784326	test
nist_1784332	train
nist_1784364	train
nist_1784407	val
nist_1784428	test
nist_1784446	test
nist_1784481	train
nist_1784521	val
nist_1784554	test
nist_1784562	train
nist_1784574	test
nist_1784578	test
nist_1784606	train
nist_1784616	test
nist_1784635	test
nist_1784643	test
nist_1784669	train
nist_1784675	train
nist_1784679	train
nist_1784710	test
nist_1784749	train
nist_1784769	train
nist_1784785	train
nist_1784793	train
nist_1784833	test
nist_1784859	train
nist_1784898	train
nist_1784912	test
nist_1784944	train
nist_1784994	test
nist_1785013	train
nist_1785027	train
nist_1785046	train
nist_1785074	train
nist_1785079	test
nist_1785104	test
nist_1785112	test
nist_1785120	test
nist_1785196	train
nist_1785208	train
nist_1785221	train
nist_1785238	test
nist_1785258	test
nist_1785277	test
nist_1785324	test
nist_1785340	test
nist_1785363	test
nist_1785424	test
nist_1785451	train
nist_1785495	test
nist_1785528	test
nist_1785591	test
nist_1785698	test
nist_1785709	test
nist_1785783	test
nist_1785798	train
nist_1785826	test
nist_1785846	test
nist_1785891	train
nist_1785963	test
nist_1786004	test
nist_1786059	test
nist_1786112	test
nist_1786144	train
nist_1786165	train
nist_1786176	test
nist_1786192	train
nist_1786219	test
nist_1786229	test
nist_1786249	test
nist_1786252	test
nist_1786271	test
nist_1786286	train
nist_1786301	test
nist_1786319	test
nist_1786352	test
nist_1786357	val
nist_1786405	test
nist_1786420	train
nist_1786459	test
nist_1786470	train
nist_1786519	train
nist_1786538	train
nist_1786567	train
nist_1786578	test
nist_1786604	train
nist_1786626	train
nist_1786630	train
nist_1786684	test
nist_1786712	val
nist_1786740	test
nist_1786757	train
nist_1786798	test
nist_1786831	train
nist_1786848	train
nist_1786858	train
nist_1786877	test
nist_1786897	test
nist_1786918	test
nist_1786957	train
nist_1786963	train
nist_1786987	train
nist_1787026	train
nist_1787065	test
nist_1787081	test
nist_1787135	train
nist_1787162	train
nist_1787212	test
nist_1787229	test
nist_1787258	test
nist_1787275	test
nist_1787291	test
nist_1787314	train
nist_1787331	train
nist_1787371	test
nist_1787415	test
nist_1787426	test
nist_1787442	train
nist_1787453	train
nist_1787475	test
nist_1787543	train
nist_1787618	test
nist_1787631	test
nist_1787690	train
nist_1787784	train
nist_1787844	test
nist_1787899	test
nist_1787961	train
nist_1787978	train
nist_1788000	test
nist_1788019	test
nist_1788065	test
nist_1788093	test
nist_1788110	test
nist_1788144	train
nist_1788164	train
nist_1788221	train
nist_1788252	test
nist_1788300	train
nist_1788328	train
nist_1788347	test
nist_1788376	train
nist_1788414	train
nist_1788446	test
nist_1788459	test
nist_1788484	test
nist_1788514	train
nist_1788531	train
nist_1788540	train
nist_1788570	train
nist_1788583	train
nist_1788605	test
nist_1788659	train
nist_1788691	val
nist_1788697	test
nist_1788746	test
nist_1788762	test
nist_1788808	test
nist_1788841	test
nist_1788856	test
nist_1788870	train
nist_1788885	train
nist_1788900	train
nist_1788918	train
nist_1788952	test
nist_1788958	test
nist_1788987	test
nist_1789021	train
nist_1789064	test
nist_1789080	train
nist_1789107	test
nist_1789125	test
nist_1789163	test
nist_1789213	test
nist_1789246	train
nist_1789266	train
nist_1789280	test
nist_1789319	test
nist_1789349	test
nist_1789384	train
nist_1789412	test
nist_1789445	val
nist_1789482	test
nist_1789506	test
nist_1789567	val
nist_1789645	train
nist_1789709	train
nist_1789722	test
nist_1789730	train
nist_1789746	test
nist_1789763	test
nist_1789803	test
nist_1789884	train
nist_1789932	train
nist_1789951	train
nist_1789966	train
nist_1790010	test
nist_1790018	train
nist_1790038	train
nist_1790081	train
nist_1790184	test
nist_1790196	test
nist_1790233	train
nist_1790251	train
nist_1790327	test
nist_1790390	train
nist_1790411	train
nist_1790486	test
nist_1790597	train
nist_1790644	train
nist_1790705	test
nist_1790725	test
nist_1790758	test
nist_1790843	test
nist_1790895	test
nist_1790931	test
nist_1790970	train
nist_1791007	val
nist_1791015	val
nist_1791022	val
nist_1791056	test
nist_1791085	train
nist_1791102	train
nist_1791163	train
nist_1791178	train
nist_1791187	train
nist_1791221	test
nist_1791241	test
nist_1791280	train
nist_1791301	train
nist_1791335	train
nist_1791407	train
nist_1791419	train
nist_1791432	test
nist_1791505	test
nist_1791528	test
nist_1791607	test
nist_1791671	test
nist_1791687	test
nist_1791700	test
nist_1791742	train
nist_1791788	train
nist_1791809	train
nist_1791917	test
nist_1791933	test
nist_1791956	train
nist_1791978	train
nist_1792027	test
nist_1792050	test
nist_1792094	test
nist_1792160	train
nist_1792198	test
nist_1792217	test
nist_1792307	test
nist_1792388	train
nist_1792428	train
nist_1792446	train
nist_1792457	train
nist_1792492	test
nist_1792544	train
nist_1792564	train
nist_1792589	train
nist_1792627	train
nist_1792647	train
nist_1792689	train
nist_1792765	train
nist_1792805	train
nist_1792817	test
nist_1792851	test
nist_1792873	train
nist_1792892	test
nist_1792913	test
nist_1792943	test
nist_1793021	train
nist_1793040	train
nist_1793100	val
nist_1793120	val
nist_1793177	train
nist_1793197	train
nist_1793260	train
nist_1793281	train
nist_1793348	train
nist_1793369	train
nist_1793414	train
nist_1793432	train
nist_1793467	train
nist_1793546	test
nist_1793589	train
nist_1793611	train
nist_1793661	train
nist_1793689	test
nist_1793725	test
nist_1793763	val
nist_1793782	val
nist_1793800	val
nist_1793832	test
nist_1793849	test
nist_1793881	test
nist_1793940	test
nist_1793970	train
nist_1793989	train
nist_1794034	train
nist_1794103	train
nist_1794132	train
nist_1794176	val
nist_1794209	test
nist_1794242	test
nist_1794246	test
nist_1794266	train
nist_1794289	train
nist_1794319	train
nist_1794356	train
nist_1794368	test
nist_1794380	train
nist_1794396	val
nist_1794402	train
nist_1794429	test
nist_1794452	test
nist_1794468	test
nist_1794476	train
nist_1794491	train
nist_1794527	test
nist_1794544	test
nist_1794575	test
nist_1794618	test
nist_1794655	test
nist_1794691	test
nist_1794705	train
nist_1794714	train
nist_1794737	train
nist_1794758	train
nist_1794792	train
nist_1794809	train
nist_1794826	train
nist_1794896	test
nist_1794910	train
nist_1794927	train
nist_1794971	train
nist_1794979	train
nist_1794999	train
nist_1795060	train
nist_1795143	train
nist_1795184	train
nist_1795211	test
nist_1795243	test
nist_1795250	test
nist_1795276	train
nist_1795297	train
nist_1795351	train
nist_1795385	test
nist_1795423	test
nist_1795474	val
nist_1795487	val
nist_1795548	train
nist_1795566	train
nist_1795604	train
nist_1795651	test
nist_1795670	test
nist_1795709	test
nist_1795750	train
nist_1795792	train
nist_1795855	test
nist_1795876	test
nist_1795962	train
nist_1795993	train
nist_1796026	train
nist_1796043	train
nist_1796094	train
nist_1796109	train
nist_1796119	test
nist_1796143	test
nist_1796164	test
nist_1796241	train
nist_1796262	train
nist_1796365	test
nist_1796395	test
nist_1796416	test
nist_1796441	test
nist_1796495	train
nist_1796523	test
nist_1796538	test
nist_1796556	train
nist_1796590	train
nist_1796602	test
nist_1796616	test
nist_1796707	test
nist_1796735	test
nist_1796765	val
nist_1796842	train
nist_1796881	val
nist_1796896	test
nist_1796933	train
nist_1796960	val
nist_1796993	test
nist_1797020	train
nist_1797042	test
nist_1797063	test
nist_1797097	train
nist_1797198	test
nist_1797215	train
nist_1797260	train
nist_1797300	train
nist_1797400	train
nist_1797413	train
nist_1797449	test
nist_1797460	test
nist_1797515	test
nist_1797560	test
nist_1797578	test
nist_1797584	test
nist_1797598	test
nist_1797615	test
nist_1797628	test
nist_1797653	test
nist_1797712	test
nist_1797735	train
nist_1797792	test
nist_1797856	test
nist_1797870	test
nist_1797925	train
nist_1797944	train
nist_1798037	train
nist_1798058	train
nist_1798107	train
nist_1798130	train
nist_1798167	train
nist_1798180	train
nist_1798189	train
nist_1798219	train
nist_1798238	train
nist_1798258	train
nist_1798274	train
nist_1798286	train
nist_1798303	train
nist_1798340	test
nist_1798372	test
nist_1798416	test
nist_1798434	test
nist_1798481	train
nist_1798499	train
nist_1798521	train
nist_1798522	test
nist_1798540	test
nist_1798614	test
nist_1798669	test
nist_1798685	test
nist_1798701	train
nist_1798730	test
nist_1798766	train
nist_1798776	train
nist_1798793	train
nist_1798809	train
nist_1798831	train
nist_1798835	train
nist_1798853	test
nist_1798873	test
nist_1798889	test
nist_1798913	train
nist_1798917	test
nist_1798923	train
nist_1798960	test
nist_1799010	train
nist_1799061	test
nist_1799077	test
nist_1799118	train
nist_1799130	train
nist_1799147	train
nist_1799165	train
nist_1799179	train
nist_1799187	train
nist_1799221	test
nist_1799280	test
nist_1799345	test
nist_1799354	val
nist_1799364	val
nist_1799381	val
nist_1799398	test
nist_1799404	test
nist_1799446	test
nist_1799477	test
nist_1799485	train
nist_1799516	test
nist_1799572	test
nist_1799581	test
nist_1799600	train
nist_1799620	test
nist_1799629	test
nist_1799646	test
nist_1799772	train
nist_1799800	train
nist_1799988	train
nist_1800054	test
nist_1800074	test
nist_1800123	test
nist_1800189	test
nist_1800206	test
nist_1800217	test
nist_1800236	test
nist_1800258	train
nist_1800280	train
nist_1800330	test
nist_1800372	train
nist_1800391	train
nist_1800400	test
nist_1800433	test
nist_1800457	train
nist_1800474	test
nist_1800493	train
nist_1800515	train
nist_1800552	test
nist_1800602	train
nist_1800613	test
nist_1800646	test
nist_1800685	train
nist_1800704	test
nist_1800725	test
nist_1800802	train
nist_1800862	test
nist_1800873	test
nist_1800906	test
nist_1800917	train
nist_1800937	train
nist_1800970	test
nist_1800986	train
nist_1800997	train
nist_1801019	val
nist_1801040	val
nist_1801112	test
nist_1801136	test
nist_1801147	train
nist_1801161	train
nist_1801178	train
nist_1801223	test
nist_1801252	train
nist_1801265	train
nist_1801321	train
nist_1801369	test
nist_1801415	train
nist_1801453	train
nist_1801472	train
nist_1801520	train
nist_1801543	train
nist_1801611	test
nist_1801663	test
nist_1801713	test
nist_1801828	train
nist_1801873	train
nist_1801907	train
nist_1801992	test
nist_1802011	test
nist_1802059	train
nist_1802080	train
nist_1802116	train
nist_1802140	train
nist_1802168	test
nist_1802222	test
nist_1802238	test
nist_1802271	test
nist_1802290	test
nist_1802334	test
nist_1802410	test
nist_1802467	train
nist_1802505	test
nist_1802525	test
nist_1802605	test
nist_1802662	train
nist_1802720	test
nist_1802733	test
nist_1802740	test
nist_1802750	test
nist_1802794	val
nist_1802817	train
nist_1802837	train
nist_1802856	test
nist_1802888	test
nist_1802915	train
nist_1802930	train
nist_1802980	train
nist_1803003	train
nist_1803070	test
nist_1803112	test
nist_1803130	test
nist_1803188	train
nist_1803210	train
nist_1803245	test
nist_1803262	test
nist_1803313	test
nist_1803330	test
nist_1803348	test
nist_1803427	train
nist_1803488	test
nist_1803508	train
nist_1803552	test
nist_1803617	train
nist_1803682	train
nist_1803701	train
nist_1803709	train
nist_1803733	test
nist_1803784	test
nist_1803803	test
nist_1803877	test
nist_1803905	test
nist_1803922	test
nist_1803964	test
nist_1803986	test
nist_1804006	test
nist_1804033	test
nist_1804049	train
nist_1804123	val
nist_1804141	val
nist_1804151	val
nist_1804180	test
nist_1804246	train
nist_1804268	train
nist_1804338	train
nist_1804355	train
nist_1804400	test
nist_1804437	test
nist_1804456	test
nist_1804489	test
nist_1804524	test
nist_1804561	train
nist_1804619	test
nist_1804691	test
nist_1804749	test
nist_1804790	test
nist_1804826	test
nist_1804854	train
nist_1804896	train
nist_1804937	train
nist_1804979	test
nist_1805029	train
nist_1805048	train
nist_1805062	test
nist_1805084	val
nist_1805108	val
nist_1805133	train
nist_1805151	train
nist_1805193	train
nist_1805211	train
nist_1805219	test
nist_1805237	test
nist_1805275	train
nist_1805306	test
nist_1805330	train
nist_1805360	test
nist_1805378	test
nist_1805414	test
nist_1805431	test
nist_1805452	train
nist_1805497	train
nist_1805510	test
nist_1805524	train
nist_1805538	test
nist_1805595	test
nist_1805611	test
nist_1805624	test
nist_1805642	train
nist_1805684	val
nist_1805702	train
nist_1805737	val
nist_1805753	val
nist_1805759	train
nist_1805779	train
nist_1805810	test
nist_1805821	train
nist_1805859	test
nist_1805907	train
nist_1805928	test
nist_1805945	test
nist_1805982	test
nist_1806024	test
nist_1806099	train
nist_1806118	train
nist_1806167	test
nist_1806208	test
nist_1806252	test
nist_1806340	test
nist_1806403	val
nist_1806440	train
nist_1806482	train
nist_1806489	test
nist_1806511	test
nist_1806549	val
nist_1806613	test
nist_1806690	test
nist_1806711	test
nist_1806751	test
nist_1806768	test
nist_1806792	test
nist_1806806	test
nist_1806850	train
nist_1806908	train
nist_1806969	train
nist_1806989	train
nist_1807009	train
nist_1807026	train
nist_1807051	train
nist_1807088	train
nist_1807119	test
nist_1807157	test
nist_1807170	test
nist_1807194	test
nist_1807217	test
nist_1807287	test
nist_1807322	train
nist_1807344	train
nist_1807365	train
nist_1807393	train
nist_1807398	test
nist_1807416	test
nist_1807460	test
nist_1807521	train
nist_1807553	train
nist_1807574	train
nist_1807664	train
nist_1807713	test
nist_1807829	test
nist_1807838	test
nist_1807858	test
nist_1807898	test
nist_1807936	test
nist_1808010	test
nist_1808064	test
nist_1808083	test
nist_1808120	test
nist_1808173	test
nist_1808196	test
nist_1808221	test
nist_1808243	test
nist_1808278	test
nist_1808301	test
nist_1808327	test
nist_1808395	train
nist_1808470	train
nist_1808492	train
nist_1808513	train
nist_1808590	test
nist_1808612	test
nist_1808666	test
nist_1808716	train
nist_1808737	train
nist_1808781	train
nist_1808820	train
nist_1808981	test
nist_1809032	train
nist_1809049	train
nist_1809096	test
nist_1809131	test
nist_1809154	test
nist_1809217	train
nist_1809240	train
nist_1809296	test
nist_1809313	test
nist_1809372	test
nist_1809384	test
nist_1809400	test
nist_1809456	test
nist_1809472	test
nist_1809495	test
nist_1809517	test
nist_1809546	train
nist_1809585	train
nist_1809630	train
nist_1809670	train
nist_1809681	test
nist_1809725	test
nist_1809760	train
nist_1809777	train
nist_1809800	train
nist_1809823	train
nist_1809877	train
nist_1809900	train
nist_1809971	val
nist_1810028	train
nist_1810058	train
nist_1810138	train
nist_1810160	test
nist_1810164	test
nist_1810178	test
nist_1810203	test
nist_1810242	test
nist_1810247	train
nist_1810269	train
nist_1810288	train
nist_1810371	test
nist_1810389	train
nist_1810448	train
nist_1810469	train
nist_1810480	train
nist_1810550	train
nist_1810566	train
nist_1810595	test
nist_1810687	test
nist_1810695	train
nist_1810717	test
nist_1810737	test
nist_1810803	test
